frame,original_green_error_px,corrected_green_error_px,left_shift_x,left_shift_y,right_shift_x,right_shift_y,left_marker_x,left_marker_y,right_marker_x,right_marker_y,right_track_score,left_marker_rank,output_width,output_height
frame_0102.jpg,129.3498278514861,1.1368683772161603e-13,-64.64397237392501,-2.0003317278621466,64.64397237392501,2.0003317278621466,742.4417679896001,920.8309245239734,552.0,872.0,0.9478859305381775,0,1668,1297
frame_0104.jpg,137.03354551903996,0.0,-68.5053202026885,-1.2526984101603489,68.5053202026885,1.2526984101603489,750.7170142868057,919.7154862861945,552.0,872.0,0.9492164254188538,0,1668,1297
frame_0106.jpg,137.89879476547245,1.1368683772161603e-13,-68.9462071505157,-0.6632638997025992,68.9462071505157,0.6632638997025992,755.884225092251,919.7965098400983,556.0,873.0,0.951653778553009,0,1668,1297
frame_0108.jpg,128.81854077005613,1.1368683772161603e-13,-64.40917387375657,-0.11150081545565627,64.40917387375657,0.11150081545565627,755.8143134966938,919.6863477246208,565.0,874.0,0.9575926065444946,0,1668,1297
frame_0110.jpg,128.81892606312604,2.5421149729252077e-13,-64.4085089364346,-0.35057752282199317,64.4085089364346,0.35057752282199317,761.0504768550826,920.4472357912692,570.0,874.0,0.9517530202865601,0,1668,1297
frame_0112.jpg,137.25731840075818,2.5421149729252077e-13,-68.62540856532718,-0.6679542526969158,68.62540856532718,0.6679542526969158,770.9481565944508,921.6081337894336,571.0,874.0,0.955722451210022,0,1668,1297
frame_0114.jpg,133.37671641079734,1.1368683772161603e-13,-66.68768290695715,-0.3001143660351886,66.68768290695715,0.3001143660351886,771.1379802992706,920.8609669899993,575.0,874.0,0.9551485776901245,0,1668,1297
frame_0116.jpg,131.00380922258387,1.1368683772161603e-13,-65.4992933746006,-0.5848718960513111,65.4992933746006,0.5848718960513111,775.9651947255443,921.6944955535112,582.0,874.0,0.9493551254272461,0,1668,1297
frame_0118.jpg,129.89001915494913,1.1368683772161603e-13,-64.94466501169381,-0.21155504516730161,64.94466501169381,0.21155504516730161,781.0975684122265,922.2183093223568,588.0,875.0,0.9650928974151611,0,1668,1297
frame_0120.jpg,138.61577199329392,1.6077746776921858e-13,-69.30745236492135,-0.24516934630969445,69.30745236492135,0.24516934630969445,791.3323531629344,922.812259669758,589.0,875.0,0.9576365947723389,0,1668,1297
frame_0122.jpg,139.4919613871636,2.5421149729252077e-13,-69.74429958022438,-0.48425094052430495,69.74429958022438,0.48425094052430495,796.4229780801209,923.5647770219199,593.0,875.0,0.9575977921485901,0,1668,1297
frame_0124.jpg,135.6599973245873,1.6077746776921858e-13,-67.82891023605174,-0.3842586581894807,67.82891023605174,0.3842586581894807,796.616869460718,923.3691602824094,597.0,875.0,0.962681770324707,0,1668,1297
frame_0126.jpg,132.4850815977551,2.5421149729252077e-13,-66.24229822023756,-0.17927072284686574,66.24229822023756,0.17927072284686574,801.647254207263,924.2333923826395,605.0,876.0,0.9563630223274231,0,1668,1297
frame_0128.jpg,131.19145354540254,1.6077746776921858e-13,-65.5952293686048,-0.2554504237700712,65.5952293686048,0.2554504237700712,806.5832773924069,924.642873125979,611.0,876.0,0.9598028063774109,0,1668,1297
frame_0130.jpg,141.16539673881215,1.6077746776921858e-13,-70.58224532651991,-0.25289083320240024,70.58224532651991,0.25289083320240024,817.064947683109,925.1746636771301,611.0,876.0,0.964195728302002,0,1668,1297
frame_0132.jpg,139.66498816835505,0.0,-69.03236053810025,-10.540893157338644,69.03236053810025,10.540893157338644,822.1657956525032,926.0274937514201,619.0,856.0,0.9595397114753723,0,1668,1297
frame_0134.jpg,139.13341075640201,2.2737367544323206e-13,-68.05070804730065,-14.443947917327591,68.05070804730065,14.443947917327591,822.2196465457884,925.8311529339759,621.0,848.0,0.9647894501686096,0,1668,1297
frame_0136.jpg,138.15038730891249,1.1368683772161603e-13,-67.51882127232659,-14.580505903302878,67.51882127232659,14.580505903302878,827.3802071689395,926.3758849392651,627.0,848.0,0.9593793749809265,0,1668,1297
frame_0138.jpg,147.9053589740928,2.2737367544323206e-13,-72.43995117377091,-14.881272702813419,72.43995117377091,14.881272702813419,837.6592392527572,927.5196188761347,627.0,848.0,0.9654015302658081,0,1668,1297
frame_0140.jpg,146.55692439347828,1.1368683772161603e-13,-71.90244407252862,-14.134056682913808,71.90244407252862,14.134056682913808,842.8624482109227,927.2786440677966,633.0,849.0,0.9688065052032471,0,1668,1297
frame_0142.jpg,140.70431638610933,1.6077746776921858e-13,-68.8510818236764,-14.45526527359516,68.8510818236764,14.45526527359516,842.7041358163189,927.9296986014509,639.0,849.0,0.9655865430831909,0,1668,1297
frame_0144.jpg,141.73540137413565,1.1368683772161603e-13,-69.39095359792015,-14.39189214256163,69.39095359792015,14.39189214256163,848.0385594489368,928.072701407607,643.0,849.0,0.9673131108283997,0,1668,1297
frame_0146.jpg,142.75454234894573,1.1368683772161603e-13,-69.85214001049508,-14.676286187875576,69.85214001049508,14.676286187875576,853.1512235153685,928.9177857356012,647.0,849.0,0.963829517364502,0,1668,1297
frame_0148.jpg,139.88253258183732,0.0,-68.3677921435384,-14.752143159389561,68.3677921435384,14.752143159389561,858.4087754645176,929.3423625102604,655.0,849.0,0.9675718545913696,0,1668,1297
frame_0150.jpg,139.91196049542404,1.1368683772161603e-13,-68.45539002487925,-14.411757316855415,68.45539002487925,14.411757316855415,863.801671064204,929.9455438287891,660.0,850.0,0.9673055410385132,0,1668,1297
frame_0152.jpg,133.02590587221127,0.0,-65.64617444114322,-10.702929016096391,65.64617444114322,10.702929016096391,863.8157217442458,921.3164203250238,665.0,849.0,0.9618737101554871,0,1668,1297
frame_0154.jpg,135.33503419597025,1.6077746776921858e-13,-66.92084645855397,-10.02462864532913,66.92084645855397,10.02462864532913,867.6366637323944,920.1225792253521,666.0,849.0,0.9635547399520874,0,1668,1297
frame_0156.jpg,127.09036443699232,0.0,-62.83267099980094,-9.489238020655534,62.83267099980094,9.489238020655534,867.457696915244,920.0408056304283,674.0,850.0,0.9637262225151062,0,1668,1297
frame_0158.jpg,126.50270581830323,2.2737367544323206e-13,-62.52108717942326,-9.583699846144953,62.52108717942326,9.583699846144953,873.0677512814798,920.5235123690662,680.0,850.0,0.9662656188011169,0,1668,1297
frame_0160.jpg,129.08505091098948,0.0,-63.92864453096945,-8.880653163260945,63.92864453096945,8.880653163260945,881.2709241499564,920.5301511188608,685.0,851.0,0.9662975668907166,0,1668,1297
frame_0162.jpg,129.33652508109236,2.2737367544323206e-13,-62.991890229100136,-14.628942045753263,62.991890229100136,14.628942045753263,876.5290934697205,915.6714105700096,682.0,835.0,0.9659386873245239,0,1668,1297
frame_0164.jpg,132.63881452751983,0.0,-63.8467598626284,-17.940318694502423,63.8467598626284,17.940318694502423,871.1044765237679,913.9794400699913,675.0,827.0,0.9662567377090454,0,1668,1297
frame_0166.jpg,123.88850015512071,1.6077746776921858e-13,-59.13217166068051,-18.452002394405554,59.13217166068051,18.452002394405554,865.4222950819673,913.7092167577413,679.0,826.0,0.9653071761131287,1,1668,1297
frame_0168.jpg,123.00434002470259,0.0,-58.802985737616154,-18.020149404760048,58.802985737616154,18.020149404760048,871.0003665420423,914.137673191115,685.0,827.0,0.9710899591445923,0,1668,1297
frame_0170.jpg,127.6930849052742,1.6077746776921858e-13,-61.19292082270607,-18.215581910617573,61.19292082270607,18.215581910617573,881.1959083351405,915.0658570086025,690.0,827.0,0.9665893316268921,0,1668,1297
frame_0172.jpg,144.2717102498966,0.0,-68.73598440068497,-21.88483591613891,68.73598440068497,21.88483591613891,886.4844885913769,915.686244871518,680.0,820.0,0.9730671048164368,0,1668,1297
frame_0174.jpg,132.57077114738763,2.5421149729252077e-13,-63.03643390820156,-20.497813073354735,63.03643390820156,20.497813073354735,880.0143969443219,912.5096224474805,685.0,820.0,0.9635006189346313,0,1668,1297
frame_0176.jpg,155.17962537139886,2.2737367544323206e-13,-74.18051098501763,-22.747105807192327,74.18051098501763,22.747105807192327,884.5353710528217,912.2304357251246,667.0,815.0,0.9716309309005737,0,1668,1297
frame_0178.jpg,144.93564011841195,1.1368683772161603e-13,-69.27948497672287,-21.258831235359253,69.27948497672287,21.258831235359253,876.6135181975736,908.7699306759099,669.0,815.0,0.9691128730773926,0,1668,1297
frame_0180.jpg,140.33284874411638,1.1368683772161603e-13,-66.90890853174261,-21.13113977642149,66.90890853174261,21.13113977642149,881.0856890459364,908.7407979976442,678.0,815.0,0.9718540906906128,0,1668,1297
frame_0182.jpg,124.53940311316067,0.0,-58.626004070534805,-20.988267643310166,58.626004070534805,20.988267643310166,867.8891067538126,908.7867102396514,682.0,816.0,0.9714659452438354,0,1668,1297
frame_0184.jpg,124.05627240713919,1.1368683772161603e-13,-58.382502793862955,-20.951683665356484,58.382502793862955,20.951683665356484,873.6616514028201,909.0117022823084,688.0,816.0,0.9701017737388611,0,1668,1297
frame_0186.jpg,124.10611103668026,0.0,-58.362140490673085,-21.08179917628331,58.362140490673085,21.08179917628331,878.8266608645198,909.5467072816942,693.0,816.0,0.9657460451126099,0,1668,1297
frame_0188.jpg,130.50736176847843,1.1368683772161603e-13,-61.97573084525828,-20.421842598997443,61.97573084525828,20.421842598997443,889.4604780759641,910.7956445226573,696.0,818.0,0.9662445187568665,0,1668,1297
frame_0190.jpg,141.619216871481,1.1368683772161603e-13,-67.72331288039754,-20.677367804599157,67.72331288039754,20.677367804599157,890.9821528948847,911.397976391231,686.0,818.0,0.9698810577392578,0,1668,1297
frame_0192.jpg,128.9946751422214,1.6077746776921858e-13,-60.33894587472497,-22.784164774878604,60.33894587472497,22.784164774878604,880.3667800453514,916.1879251700681,691.0,819.0,0.969736635684967,0,1668,1297
frame_0194.jpg,132.68060114313408,1.6077746776921858e-13,-61.942621957008896,-23.7517802494242,61.942621957008896,23.7517802494242,883.6457264957265,917.3154558404558,691.0,818.0,0.9699891209602356,0,1668,1297
frame_0196.jpg,133.72141677583988,0.0,-62.6342888274437,-23.39444782880821,62.6342888274437,23.39444782880821,889.247998268773,917.8971362619923,695.0,819.0,0.9680842161178589,0,1668,1297
frame_0198.jpg,129.3609791326689,1.1368683772161603e-13,-60.11939866955481,-23.85840803892478,60.11939866955481,23.85840803892478,889.2225329890991,917.8220022948938,700.0,818.0,0.9747896790504456,0,1668,1297
frame_0200.jpg,130.35086931710873,1.1368683772161603e-13,-61.27124093902728,-22.218737964230968,61.27124093902728,22.218737964230968,899.9249785038693,919.1126397248495,708.0,822.0,0.9671311378479004,0,1668,1297
frame_0202.jpg,136.35758908794665,1.6077746776921858e-13,-65.05084064389024,-20.414116610633073,65.05084064389024,20.414116610633073,897.0337660495139,923.4588210257501,698.0,830.0,0.9700064063072205,0,1668,1297
frame_0204.jpg,137.29024232115282,0.0,-65.1069331217173,-21.754078206958013,65.1069331217173,21.754078206958013,896.9412903225807,926.1979928315411,698.0,830.0,0.9622251987457275,0,1668,1297
frame_0206.jpg,135.9209137150499,0.0,-64.54519154821958,-21.27303326484389,64.54519154821958,21.27303326484389,902.0285148234627,926.4980541993914,704.0,831.0,0.964804470539093,0,1668,1297
frame_0208.jpg,131.87295040998603,2.2737367544323206e-13,-62.44110988093172,-21.183166885432172,62.44110988093172,21.183166885432172,901.8253188003133,926.3036261309395,708.0,831.0,0.9541274905204773,0,1668,1297
frame_0210.jpg,127.22103390832301,2.5421149729252077e-13,-59.98024924067448,-21.181774434693523,59.98024924067448,21.181774434693523,907.1242962638005,926.5729326606712,718.0,831.0,0.954940676689148,0,1668,1297
