frame,source_width,source_height,crop_left,crop_top,crop_right,crop_bottom,crop_width,crop_height,invalid_pixels_inside_crop,output_width,output_height
frame_0000.jpg,1668,1297,58,0,1654,1179,1596,1179,0,1596,1179
frame_0002.jpg,1668,1297,59,0,1655,1180,1596,1180,0,1596,1180
frame_0004.jpg,1668,1297,58,0,1654,1180,1596,1180,0,1596,1180
frame_0006.jpg,1668,1297,55,0,1651,1181,1596,1181,0,1596,1181
frame_0008.jpg,1668,1297,56,0,1652,1187,1596,1187,0,1596,1187
frame_0010.jpg,1668,1297,53,0,1649,1187,1596,1187,0,1596,1187
frame_0012.jpg,1668,1297,48,0,1644,1187,1596,1187,0,1596,1187
frame_0014.jpg,1668,1297,47,0,1643,1192,1596,1192,0,1596,1192
frame_0016.jpg,1668,1297,47,0,1643,1194,1596,1194,0,1596,1194
frame_0018.jpg,1668,1297,43,0,1639,1189,1596,1189,0,1596,1189
frame_0020.jpg,1668,1297,45,0,1641,1190,1596,1190,0,1596,1190
frame_0022.jpg,1668,1297,44,0,1640,1191,1596,1191,0,1596,1191
frame_0024.jpg,1668,1297,39,0,1635,1187,1596,1187,0,1596,1187
frame_0026.jpg,1668,1297,41,0,1637,1188,1596,1188,0,1596,1188
frame_0028.jpg,1668,1297,46,0,1642,1191,1596,1191,0,1596,1191
frame_0030.jpg,1668,1297,47,0,1643,1191,1596,1191,0,1596,1191
frame_0032.jpg,1668,1297,52,0,1648,1193,1596,1193,0,1596,1193
frame_0034.jpg,1668,1297,62,0,1658,1198,1596,1198,0,1596,1198
frame_0036.jpg,1668,1297,64,3,1660,1199,1596,1196,0,1596,1196
frame_0038.jpg,1668,1297,65,0,1661,1198,1596,1198,0,1596,1198
frame_0040.jpg,1668,1297,67,3,1663,1199,1596,1196,0,1596,1196
frame_0042.jpg,1668,1297,65,0,1661,1196,1596,1196,0,1596,1196
frame_0044.jpg,1668,1297,60,0,1656,1191,1596,1191,0,1596,1191
frame_0046.jpg,1668,1297,55,0,1651,1187,1596,1187,0,1596,1187
frame_0048.jpg,1668,1297,50,0,1646,1184,1596,1184,0,1596,1184
frame_0050.jpg,1668,1297,46,0,1642,1182,1596,1182,0,1596,1182
frame_0052.jpg,1668,1297,44,0,1640,1181,1596,1181,0,1596,1181
frame_0054.jpg,1668,1297,44,0,1640,1180,1596,1180,0,1596,1180
frame_0056.jpg,1668,1297,44,0,1640,1180,1596,1180,0,1596,1180
frame_0058.jpg,1668,1297,45,0,1641,1180,1596,1180,0,1596,1180
frame_0060.jpg,1668,1297,47,0,1643,1179,1596,1179,0,1596,1179
frame_0062.jpg,1668,1297,48,0,1644,1179,1596,1179,0,1596,1179
frame_0064.jpg,1668,1297,49,0,1645,1179,1596,1179,0,1596,1179
frame_0066.jpg,1668,1297,51,0,1647,1179,1596,1179,0,1596,1179
frame_0068.jpg,1668,1297,53,0,1649,1178,1596,1178,0,1596,1178
frame_0070.jpg,1668,1297,55,0,1651,1178,1596,1178,0,1596,1178
frame_0072.jpg,1668,1297,59,0,1655,1177,1596,1177,0,1596,1177
frame_0074.jpg,1668,1297,59,0,1655,1181,1596,1181,0,1596,1181
frame_0076.jpg,1668,1297,61,0,1657,1183,1596,1183,0,1596,1183
frame_0078.jpg,1668,1297,63,0,1659,1184,1596,1184,0,1596,1184
frame_0080.jpg,1668,1297,65,0,1661,1183,1596,1183,0,1596,1183
frame_0082.jpg,1668,1297,65,0,1661,1188,1596,1188,0,1596,1188
frame_0084.jpg,1668,1297,66,0,1662,1184,1596,1184,0,1596,1184
frame_0086.jpg,1668,1297,64,0,1660,1183,1596,1183,0,1596,1183
frame_0088.jpg,1668,1297,60,0,1656,1183,1596,1183,0,1596,1183
frame_0090.jpg,1668,1297,56,0,1652,1185,1596,1185,0,1596,1185
frame_0092.jpg,1668,1297,53,0,1649,1182,1596,1182,0,1596,1182
frame_0094.jpg,1668,1297,51,0,1647,1184,1596,1184,0,1596,1184
frame_0096.jpg,1668,1297,48,0,1644,1185,1596,1185,0,1596,1185
frame_0098.jpg,1668,1297,47,0,1643,1184,1596,1184,0,1596,1184
frame_0100.jpg,1668,1297,47,0,1643,1183,1596,1183,0,1596,1183
frame_0102.jpg,1668,1297,46,0,1642,1182,1596,1182,0,1596,1182
frame_0104.jpg,1668,1297,47,0,1643,1178,1596,1178,0,1596,1178
frame_0106.jpg,1668,1297,49,0,1645,1174,1596,1174,0,1596,1174
frame_0108.jpg,1668,1297,51,0,1647,1172,1596,1172,0,1596,1172
frame_0110.jpg,1668,1297,51,0,1647,1170,1596,1170,0,1596,1170
frame_0112.jpg,1668,1297,51,0,1647,1171,1596,1171,0,1596,1171
frame_0114.jpg,1668,1297,50,0,1646,1173,1596,1173,0,1596,1173
frame_0116.jpg,1668,1297,48,0,1644,1176,1596,1176,0,1596,1176
frame_0118.jpg,1668,1297,46,0,1642,1178,1596,1178,0,1596,1178
frame_0120.jpg,1668,1297,44,0,1640,1180,1596,1180,0,1596,1180
frame_0122.jpg,1668,1297,42,0,1638,1179,1596,1179,0,1596,1179
frame_0124.jpg,1668,1297,41,0,1637,1179,1596,1179,0,1596,1179
frame_0126.jpg,1668,1297,44,0,1640,1180,1596,1180,0,1596,1180
frame_0128.jpg,1668,1297,47,0,1643,1180,1596,1180,0,1596,1180
frame_0130.jpg,1668,1297,50,0,1646,1181,1596,1181,0,1596,1181
frame_0132.jpg,1668,1297,54,0,1650,1182,1596,1182,0,1596,1182
frame_0134.jpg,1668,1297,56,0,1652,1183,1596,1183,0,1596,1183
frame_0136.jpg,1668,1297,54,0,1650,1184,1596,1184,0,1596,1184
