frame,stem,frame_index,left_path,right_path,base_stitched_path,output_path,output_width,output_height,hess_residual_x,hess_residual_y,target_dx,target_dy,measured_dx,measured_dy,raw_correction_dx,raw_correction_dy,raw_correction_norm,correction_dx,correction_dy,correction_norm,correction_interpolated,correction_norm_reliable,left_translation_x,left_translation_y,right_translation_x,right_translation_y,selected_left_rank,selected_right_rank,selected_pair_error_to_target,selected_left_x,selected_left_y,selected_right_x,selected_right_y,left_candidate_count,right_candidate_count,canvas_left_h_11,canvas_left_h_12,canvas_left_h_13,canvas_left_h_21,canvas_left_h_22,canvas_left_h_23,canvas_left_h_31,canvas_left_h_32,canvas_left_h_33,canvas_right_h_11,canvas_right_h_12,canvas_right_h_13,canvas_right_h_21,canvas_right_h_22,canvas_right_h_23,canvas_right_h_31,canvas_right_h_32,canvas_right_h_33
frame_0000.jpg,frame_0000,0,D:\visualization2026\visualization\left_downsample2_Q47\frame_0000.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0000.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0000.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0000.jpg,1668,1297,-0.0023825722472776145,-0.034310150792436,173.6071884591015,-47.939537571911266,156.58343479301357,-6.637902519602562,17.02375366608794,-41.301635052308704,44.672511087667075,23.573978029724678,-37.21087176466485,44.04976069892178,0,1,11.786989014862339,-18.605435882332426,-11.786989014862339,18.605435882332426,0,0,44.672511087667075,537.492496044135,965.0399377870608,380.90906125112144,971.6778403066634,12,12,0.8920321676978232,0.07506885982885304,11.655474104438863,-0.08429765874926866,0.9521767587741701,117.6005658163872,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,56.21301098513766,0.0,1.0,115.60543588233243,0.0,0.0,1.0
frame_0002.jpg,frame_0002,2,D:\visualization2026\visualization\left_downsample2_Q47\frame_0002.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0002.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0002.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0002.jpg,1668,1297,-0.0025954955437091642,-0.033909655736513764,167.36379850151914,-48.06443935421571,129.7364717414511,-18.1283225993036,37.62732676006803,-29.936116754912106,48.08312391549307,22.635094453557688,-35.917264050848324,42.45465060296504,0,1,11.317547226778844,-17.958632025424162,-11.317547226778844,17.958632025424162,0,0,48.08312391549307,539.7650018044727,967.2274089626109,410.0285300630216,985.3557315619145,12,12,0.8920497327761562,0.07506676268010752,11.186032316355368,-0.08432186017466596,0.95217964825681,118.24736967329547,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,56.68245277322116,0.0,1.0,114.95863202542417,0.0,0.0,1.0
frame_0004.jpg,frame_0004,4,D:\visualization2026\visualization\left_downsample2_Q47\frame_0004.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0004.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0004.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0004.jpg,1668,1297,-0.0026817687830199832,-0.03358722069052364,163.82884978106372,-47.922888041526186,134.6575473907722,-15.709551130040154,29.171302390291515,-32.21333691148603,43.45876158059196,23.4959748790481,-35.5581040212558,42.61970902180477,0,1,11.74798743952405,-17.7790520106279,-11.74798743952405,17.7790520106279,0,0,43.45876158059196,542.9936591450363,970.4789956014563,408.3361117542641,986.1885467314964,12,12,0.8920336270176863,0.07506868559616463,11.616472529100573,-0.08432857951049631,0.9521804504989885,118.42694968809172,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,56.25201256047595,0.0,1.0,114.77905201062791,0.0,0.0,1.0
frame_0006.jpg,frame_0006,6,D:\visualization2026\visualization\left_downsample2_Q47\frame_0006.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0006.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0006.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0006.jpg,1668,1297,-0.0024845578952190916,-0.03346434639148847,166.51216126221712,-47.21472706163319,154.18282547696413,-12.381130578407124,12.329335785252994,-34.83359648322607,36.951210600760284,30.352251610591573,-33.34065925522401,45.08723475004442,0,1,15.176125805295786,-16.670329627612006,-15.176125805295786,16.670329627612006,0,0,36.951210600760284,554.4677502869965,981.4137044287664,400.2849248100324,993.7948350071736,12,12,0.8919053565473966,0.07508400020226867,15.04461089487231,-0.08437006451673473,0.9521854035215223,119.53567207110763,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,52.82387419470422,0.0,1.0,113.670329627612,0.0,0.0,1.0
frame_0008.jpg,frame_0008,8,D:\visualization2026\visualization\left_downsample2_Q47\frame_0008.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0008.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0008.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0008.jpg,1668,1297,-0.0018180942032243186,-0.03363135212405906,179.234689446327,-45.52011767959139,157.906533652787,-6.014282775245306,21.32815579353999,-39.50583490434608,44.8954476650246,27.624888417770652,-22.407763323561923,35.57024482990026,0,1,13.812444208885326,-11.203881661780962,-13.812444208885326,11.203881661780962,0,0,44.8954476650246,561.9015017431159,989.6303539454223,403.9949680903289,995.6446367206676,12,12,0.8919563813489167,0.07507790819422464,13.68092929846185,-0.08457460230855564,0.9522098239177994,125.00212003693866,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,54.187555791114676,0.0,1.0,108.20388166178097,0.0,0.0,1.0
frame_0010.jpg,frame_0010,10,D:\visualization2026\visualization\left_downsample2_Q47\frame_0010.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0010.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0010.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0010.jpg,1668,1297,-0.0009315933051823322,-0.03393334906692495,196.65882712992445,-43.36182960805316,145.35368980611912,-13.147418385903393,51.305137323805326,-30.214411222149764,59.54097548172764,34.594452664797046,-22.511505422164312,41.274011575675765,0,1,17.297226332398523,-11.255752711082156,-17.297226332398523,11.255752711082156,0,0,59.54097548172764,549.9330664800904,979.0507189406123,404.57937667397124,992.1981373265157,12,12,0.8918259914421663,0.07509347584636869,17.165711421975047,-0.08457266145227203,0.9522095921929962,124.95024898763748,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,50.70277366760148,0.0,1.0,108.25575271108215,0.0,0.0,1.0
frame_0012.jpg,frame_0012,12,D:\visualization2026\visualization\left_downsample2_Q47\frame_0012.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0012.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0012.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0012.jpg,1668,1297,-0.00038240221007906916,-0.03409445331646159,207.29006942110374,-41.99358532550203,183.29955862514032,-66.72194822890037,23.990510795963417,24.72836290339834,34.45339664145474,43.99933454723684,-21.720987439650177,49.06875519058039,0,1,21.99966727361842,-10.860493719825088,-21.99966727361842,10.860493719825088,0,3,34.45339664145474,550.311664115845,978.5999281221586,367.0121054907047,1045.321876351059,12,12,0.8916500404604142,0.07511448317543726,21.868152363194945,-0.08458745083685493,0.9522113579431247,125.34550797889455,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,46.00033272638158,0.0,1.0,107.86049371982509,0.0,0.0,1.0
frame_0014.jpg,frame_0014,14,D:\visualization2026\visualization\left_downsample2_Q47\frame_0014.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0014.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0014.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0014.jpg,1668,1297,-0.00036431258711192016,-0.03398705377625218,206.93286601721363,-41.813293192249404,142.91374239179015,-9.081245787751413,64.01912362542348,-32.73204740449799,71.90156547014507,45.304390629587694,-11.616030391893961,46.769861795644395,0,1,22.652195314793847,-5.808015195946981,-22.652195314793847,5.808015195946981,0,0,71.90156547014507,550.2065121359503,978.4618020431718,407.2927697441602,987.5430478309232,12,12,0.8916256248535196,0.07511739822986511,22.52068040437037,-0.08477649915615773,0.9522339290036207,130.39798650277265,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,45.34780468520616,0.0,1.0,102.80801519594698,0.0,0.0,1.0
frame_0016.jpg,frame_0016,16,D:\visualization2026\visualization\left_downsample2_Q47\frame_0016.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0016.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0016.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0016.jpg,1668,1297,-0.0004399553244700538,-0.03383430341184861,204.6491297713527,-41.84510226055616,145.29538457390072,-10.964095689900773,59.353745197451985,-30.881006570655387,66.90667855887719,45.73746151357394,-8.705004888221097,46.55848468120082,0,1,22.86873075678697,-4.352502444110549,-22.86873075678697,4.352502444110549,0,0,66.90667855887719,550.7605311090965,978.700448270658,405.4651465351958,989.6645439605587,12,12,0.891617522758442,0.07511836556392455,22.737215846363494,-0.08483095999911985,0.9522404312512244,131.8534992546091,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,45.131269243213026,0.0,1.0,101.35250244411054,0.0,0.0,1.0
frame_0018.jpg,frame_0018,18,D:\visualization2026\visualization\left_downsample2_Q47\frame_0018.jpg,D:\visualization2026\visualization\right_downsample2_Q47\frame_0018.jpg,D:\visualization2026\dowsample2_Q47\stitched_frames\frame_0018.jpg,D:\visualization2026\dowsample2_Q47_hess_matched\stitched_frames\frame_0018.jpg,1668,1297,-0.0004932855581463447,-0.0337486437361082,203.17732254717177,-41.893964273012315,175.32388634187748,-52.912914607447306,27.853436205294287,11.01895033443499,29.953817367994077,53.21208607048719,-18.843336642981992,56.44995517990856,0,1,26.606043035243594,-9.421668321490996,-26.606043035243594,9.421668321490996,0,3,29.953817367994077,550.578127515651,978.7661317015851,375.2542411737735,1031.6790463090324,12,12,0.8914776839443603,0.07513506135018681,26.474528124820118,-0.08464128729000157,0.9522177856429073,126.78433337722863,-3.741694663507287e-05,4.467324381347946e-06,1.0,1.0,0.0,41.393956964756406,0.0,1.0,106.421668321491,0.0,0.0,1.0
